companyNumber,recordType,companyStatus,numberOfOfficers,companyNameLenght,companyName
NC000313,1, ,0003,0034,HANNA MECHANICAL SERVICES (NI)LLP<
NC000314,1,D,0002,0021,MISKIMMIN TAYLOR LLP<
NC000315,1,D,0002,0011,FINNIC LLP<
NC000316,1, ,0002,0026,AMERICA IRELAND MEDIA LLP<
NC000317,1, ,0002,0022,WESTON WIRE WORKS LLP<
NC000318,1,D,0003,0022,CARMIL PROPERTIES LLP<
NC000319,1,D,0004,0027,LAVERYS STAFF SERVICES LLP<
NC000320,1,D,0003,0015,LWE (SCOT) LLP<
NC000321,1, ,0005,0026,PARKMAIN DEVELOPMENTS LLP<
NC000322,1,D,0002,0019,BUY ABROAD IQ  LLP<
NC000323,1, ,0003,0034,SPRINGFIELD DEVELOPMENTS (NI) LLP<
NC000324,1, ,0002,0017,RORY MCILROY LLP<
NC000325,1,D,0002,0020,MILLIGAN LUTTON LLP<
NC000326,1, ,0003,0022,C.H.A. PROPERTIES LLP<
NC000327,1,D,0002,0015,DESIGN PDM LLP<
NC000328,1,D,0002,0023,MJ MCCULLAGH & CO. LLP<
NC000329,1,D,0004,0014,LISMULLIN LLP<
NC000330,1, ,0002,0021,LENEL PROPERTIES LLP<
NC000331,1, ,0002,0024,STRALA DEVELOPMENTS LLP<
NC000332,1, ,0002,0021,PATTERSON MILLER LLP<
NC000333,1, ,0010,0032,MCDOWELL & SERVICE PROPERTY LLP<
NC000334,1, ,0003,0021,MULDOON BROTHERS LLP<
NC000335,1, ,0002,0027,GEORGE LONG ASSOCIATES LLP<
NC000336,1,D,0005,0026,EAMON MCCARTAN & SONS LLP<
NC000337,1,D,0003,0023,WHITE SMILE CENTRE LLP<
NC000338,1, ,0004,0023,NORTH ANTRIM FOODS LLP<
NC000339,1, ,0004,0029,CRITERION (DROMARA ROAD) LLP<
NC000340,1,D,0002,0015,P&S COONEY LLP<
NC000341,1, ,0002,0017,SPOTCHECK NI LLP<
NC000342,1, ,0004,0017,BOYZONE TOUR LLP<
NC000343,1,D,0002,0017,MKB RUSSELLS LLP<
NC000344,1,D,0002,0028,MKB RUSSELLS PROPERTIES LLP<
NC000345,1, ,0004,0018,DUKES BELFAST LLP<
NC000346,1, ,0008,0035,THE DUDDY PROPERTY PARTNERSHIP LLP<
NC000347,1,D,0002,0021,H AND R ASHCROFT LLP<
NC000348,1, ,0002,0022,G ASHCROFT AND CO LLP<
NC000349,1,D,0003,0026,ARDMORE SERVICES (NI) LLP<
NC000350,1,D,0002,0041,ARDMORE ADVERTISING & MARKETING (NI) LLP<
NC000351,1,D,0002,0026,DUB LANE DEVELOPMENTS LLP<
NC000352,1, ,0004,0023,NOVARA INVESTMENTS LLP<
NC000353,1,D,0002,0016,ORCHARDSITE LLP<
NC000354,1, ,0002,0026,BLUEFERN DEVELOPMENTS LLP<
NC000355,1,D,0004,0029,MCG PROPERTY INVESTMENTS LLP<
NC000356,1, ,0002,0030,AUTO SUPPLIES (BANBRIDGE) LLP<
NC000357,1,D,0003,0021,NEPTUNE AVIATION LLP<
NC000358,1,D,0002,0025,BENMORE REGENERATION LLP<
NC000359,1,D,0002,0031,ALL IRELAND PREMIER LEAGUE LLP<
NC000360,1,D,0004,0027,COVEMANOR NURSING HOME LLP<
NC000361,1,D,0002,0027,TILL ROLL DISTRIBUTION LLP<
NC000362,1,D,0003,0018,GREAT PATRICK LLP<
NC000363,1,D,0002,0023,FIELDS OF CONFLICT LLP<
NC000364,1, ,0010,0023,VICENTE PROPERTIES LLP<
NC000365,1,D,0002,0030,C.M.S. ASSOCIATE SERVICES LLP<
NC000366,1, ,0003,0018,S RANKIN & CO LLP<
NC000367,1, ,0004,0028,IRWIN DONAGHEY STOCKMAN LLP<
NC000368,1, ,0002,0022,FERMANAGH CAPITAL LLP<
NC000369,1,D,0004,0018,TWISEL BRIDGE LLP<
NC000370,1,D,0002,0016,WHITESPACE2 LLP<
NC000371,1,D,0002,0018,WINDHOEK (NI) LLP<
NC000372,1, ,0002,0023,MULLARKEY PEDERSEN LLP<
NC000373,1,D,0003,0011,TESORI LLP<
NC000374,1,D,0002,0040,HIGH PROFILE PROPERTY & REAL ESTATE LLP<
NC000375,1, ,0003,0019,STEVENSON MUNN LLP<
NC000376,1, ,0002,0020,PARADIGMREYES 1 LLP<
NC000377,1,D,0001,0020,PARADIGMREYES 2 LLP<
NC000378,1,D,0003,0020,PARADIGMREYES 3 LLP<
NC000379,1,D,0003,0020,PARADIGMREYES 4 LLP<
NC000380,1,D,0001,0020,PARADIGMREYES 5 LLP<
NC000381,1,D,0003,0025,MOONEY MATTHEWS (NI) LLP<
NC000382,1,D,0003,0015,MILLGARVAN LLP<
NC000383,1,D,0002,0018,INSIDE SHADOW LLP<
NC000384,1,D,0002,0014,MONKEYBUG LLP<
NC000385,1,D,0002,0020,KEL ENTERPRISES LLP<
NC000386,1,L,0002,0038,ARCHITECTURE RESEARCH DEVELOPMENT LLP<
NC000387,1,D,0002,0017,AVOCADO BLUE LLP<
NC000388,1,D,0002,0019,MAGIC ILLUSION LLP<
NC000389,1,D,0003,0034,EMERALD DEVELOPMENT (IRELAND) LLP<
NC000390,1,D,0002,0033,RADIUS ARCHITECTURAL ROOFING LLP<
NC000391,1,D,0002,0042,INTELLIGENT SECURITY SOLUTIONS (N.I.) LLP<
NC000392,1,D,0003,0016,ERIN RETAIL LLP<
NC000393,1,D,0002,0021,A. R. AUTOS (NI) LLP<
NC000394,1, ,0002,0025,LOUGHVIEW HEALTHCARE LLP<
NC000395,1, ,0002,0017,IQ FINANCIAL LLP<
NC000396,1,D,0002,0027,FUTURE EQUITY SERVICES LLP<
NC000397,1,D,0002,0022,GREEN 17 CREATIVE LLP<
NC000398,1,D,0002,0022,FOG TEC SOLUTIONS LLP<
NC000399,1,D,0003,0028,CONSERVATION ASSOCIATES LLP<
NC000400,1,D,0002,0033,PARADIGM NICHE PLANNING (UK) LLP<
NC000401,1, ,0002,0018,MR CHIPS (NI) LLP<
NC000402,1,D,0006,0019,KRW PROPERTIES LLP<
NC000403,1,D,0002,0013,KNOCKARD LLP<
NC000404,1, ,0004,0026,IDS WEALTH MANAGEMENT LLP<
NC000405,1, ,0003,0019,ROCKHILL COWIE LLP<
NC000406,1,D,0004,0021,SPARC COMPOSITES LLP<
NC000407,1,D,0002,0012,COMBAIR LLP<
NC000408,1,D,0002,0020,NI EPC SERVICES LLP<
NC000409,1, ,0002,0021,F & F PROPERTIES LLP<
NC000410,1,D,0003,0015,SIMPLY4LET LLP<
NC000411,1, ,0002,0017,NEUROLOGY NI LLP<
NC000412,1,D,0003,0040,ENGINEERING & CONSTRUCTION PRODUCTS LLP<
NC000413,1,D,0002,0017,INVESTA (NI) LLP<
NC000414,1, ,0003,0035,ORCHARDVILLE DEVELOPMENTS (NI) LLP<
NC000415,1, ,0002,0019,DVELOP CAPITAL LLP<
NC000416,1, ,0003,0014,LEH MEDIA LLP<
NC000417,1, ,0002,0029,FINANCIAL SOLUTIONS (NI) LLP<
NC000418,1,L,0002,0016,WILLOW MOON LLP<
NC000419,1, ,0003,0022,XANTUS PROPERTIES LLP<
NC000420,1,D,0002,0028,VERSATILE RETAIL BANGOR LLP<
NC000421,1,L,0002,0023,VERSATILE BUTCHERS LLP<
NC000422,1,D,0002,0038,VERSATILE MANUFACTURING DUNGANNON LLP<
NC000423,1, ,0002,0039,LEEBURN IMPERIAL WEALTH MANAGEMENT LLP<
NC000424,1,D,0002,0023,DOMINIO LOS PANDOS LLP<
NC000425,1, ,0004,0034,KENNEDY FITZGERALD ARCHITECTS LLP<
NC000426,1,D,0002,0009,CSAK LLP<
NC000427,1,D,0003,0020,BON RESTAURANTS LLP<
NC000428,1, ,0005,0056,LEEBURN WEALTH MANAGEMENT LIMITED LIABILITY PARTNERSHIP<
NC000429,1,D,0002,0026,ANDY HUNTER'S ACADEMY LLP<
NC000430,1,D,0002,0018,XV PROPERTIES LLP<
NC000431,1,D,0002,0019,LITTLE PATRICK LLP<
NC000432,1, ,0003,0029,ON SCREEN SOLUTIONS (NI) LLP<
NC000433,1,D,0002,0045,FIRE SAFETY AND RISK MANAGEMENT SERVICES LLP<
NC000434,1,D,0003,0025,THE BEACH PLACE CAFÉ LLP
NC000435,1,D,0003,0033,NEW IRELAND CAPITAL PARTNERS LLP<
NC000436,1, ,0005,0023,JH LABEL SOLUTIONS LLP<
NC000437,1, ,0003,0021,RJ & SE SCULLION LLP<
NC000438,1,D,0002,0028,ELDER CLARKE MANAGEMENT LLP<
NC000439,1,D,0002,0025,ORCHARD DISTRIBUTION LLP<
NC000440,1,D,0005,0026,THE ALLEN PARTNERSHIP LLP<
NC000441,1,D,0002,0022,ONLY GONE RECORDS LLP<
NC000442,1,D,0003,0020,STRANGE VICTORY LLP<
NC000443,1,D,0002,0014,ALL SKIPS LLP<
NC000444,1, ,0005,0025,BOYD PROPERTIES (NI) LLP<
NC000445,1,D,0002,0027,DEEP CLEANING SUPPLIES LLP<
NC000446,1,D,0002,0019,SOCIETY LONDON LLP<
NC000447,1,D,0002,0013,EIRELOOM LLP<
NC000448,1, ,0011,0012,WF NO.1 LLP<
NC000449,1,D,0002,0013,FAME INC LLP<
NC000450,1,D,0003,0020,SEVEN FOUNTAINS LLP<
NC000451,1,D,0002,0022,LIQUID ICE DESIGN LLP<
NC000452,1, ,0002,0015,MUGGINSOFT LLP<
NC000453,1, ,0003,0021,CUNNINGHAM HOUSE LLP<
NC000454,1,D,0002,0028,STARDUST SALON SUPPLIES LLP<
NC000455,1,D,0002,0030,NEW HEIGHTS INTERNATIONAL LLP<
NC000456,1, ,0002,0029,RAYMOND & SHIRLEY ANNETT LLP<
NC000457,1,D,0003,0026,GRAHAM CORRY CHEEVERS LLP<
NC000458,1,D,0002,0020,FC FINANCE (NI) LLP<
NC000459,1,D,0002,0025,FULL CIRCLE CREATIVE LLP<
NC000460,1,D,0002,0021,FULL CIRCLE P.R. LLP<
NC000461,1, ,0003,0028,LUXURY YACHT AND TRAVEL LLP<
NC000462,1,D,0002,0031,MEC TEC TRAINING SOLUTIONS LLP<
NC000463,1,D,0002,0019,MECTEC EXTREME LLP<
NC000464,1,D,0002,0038,FULL CIRCLE EXECUTIVE RECRUITMENT LLP<
NC000465,1, ,0002,0026,HEATHERLEA FINE FOODS LLP<
NC000466,1, ,0002,0020,AMD INVESTMENTS LLP<
NC000467,1,D,0003,0028,GOLDRAY PROPERTIES (NI) LLP<
NC000468,1, ,0004,0015,PNI (NO 2) LLP<
NC000469,1, ,0002,0025,MAR LODGE BALLYHOLME LLP<
NC000470,1, ,0002,0012,LOOKALY LLP<
NC000471,1, ,0003,0020,COOKE & KETTYLE LLP<
NC000472,1, ,0002,0017,DERMONT NO.1 LLP<
NC000473,1, ,0002,0017,DERMONT NO.2 LLP<
NC000474,1, ,0002,0017,DERMONT NO.3 LLP<
NC000475,1, ,0002,0017,DERMONT NO.4 LLP<
NC000476,1,D,0002,0054,ADMINISTRATION AND FUNDING RAPE CRISIS TRUST (NI) LLP<
NC000477,1,D,0002,0021,CURVES COLERAINE LLP<
NC000478,1,D,0002,0014,V2 ROCKET LLP<
NC000479,1, ,0004,0012,ETHANNA LLP<
NC000480,1,D,0002,0025,SEAN MCPEAKE HAULAGE LLP<
NC000481,1,D,0002,0012,JIGSALE LLP<
NC000482,1,D,0002,0016,O R SYSTEMS LLP<
NC000483,1,L,0002,0029,FISHER METAL ENGINEERING LLP<
NC000484,1,D,0002,0027,CAUGHEY & MEEHAN POKER LLP<
NC000485,1, ,0003,0037,INTERNATIONAL MEDIATION SERVICES LLP<
NC000486,1,D,0002,0031,FORDE CAMPBELL PARTNERSHIP LLP<
NC000487,1, ,0002,0015,TILES PLUS LLP<
NC000488,1,D,0002,0018,WALLACE LANDS LLP<
NC000489,1,D,0005,0014,EASTLEIGH LLP<
NC000490,1, ,0002,0033,COGENT MANAGEMENT CONSULTING LLP<
NC000491,1,D,0004,0014,CLAIMS NI LLP<
NC000492,1,D,0004,0023,MCCAULEY MARKETING LLP<
NC000493,1, ,0002,0039,MCNAMEE MCDONNELL DUFFY SOLICITORS LLP<
NC000494,1,D,0002,0014,ROOM2RACE LLP<
NC000495,1,D,0003,0014,BEST BALL LLP<
NC000496,1, ,0002,0027,BLACKPEARL REAL ESTATE LLP<
NC000497,1,D,0002,0033,ARMSTRONG KENNEDY CONSULTING LLP<
NC000498,1,D,0004,0027,STUDENT MEDIA SERVICES LLP<
NC000499,1, ,0005,0015,LOFT SOUND LLP<
NC000500,1,D,0002,0026,MOONEY'S DISTRIBUTION LLP<
NC000501,1,D,0002,0020,FEARON BROTHERS LLP<
NC000502,1,R,0002,0021,ODYSSEY PAVILION LLP<
NC000503,1, ,0002,0017,INTO QUEEN'S LLP<
NC000504,1,R,0003,0027,MILLMOUNT DEVELOPMENTS LLP<
NC000505,1,D,0002,0025,BRIAN & MARY MACKLIN LLP<
NC000506,1,D,0002,0022,STRAWBERRY SPLITS LLP<
NC000507,1,D,0002,0017,J R G DESIGN LLP<
NC000508,1, ,0002,0023,L & M STAR TRADING LLP<
NC000509,1, ,0002,0029,GERARD TINNELLY PROPERTY LLP<
NC000510,1,D,0002,0015,VEROS GLEN LLP<
NC000511,1, ,0003,0029,COPIUS ADVISORY SERVICES LLP<
NC000512,1, ,0002,0028,MICHAEL AND LOUISE SHAW LLP<
NC000513,1,D,0002,0048,CASSIDY FLOWERS / PRIMA FLORA / PRIMA GIFTS LLP<
NC000514,1,D,0001,0023,CLONBARR FINANCIAL LLP<
NC000515,1, ,0002,0019,HILL VELLACOTT LLP<
NC000516,1, ,0007,0023,DTZ MCCOMBE PIERCE LLP<
NC000517,1,D,0002,0024,SELLING SERVICES UK LLP<
NC000518,1,D,0002,0022,PROPERTYPAL MEDIA LLP<
NC000519,1,D,0002,0015,STREETPLAY LLP<
NC000520,1, ,0005,0012,JOSSERS LLP<
NC000521,1,D,0002,0031,MAYPOLE PHARMA CONSULTANTS LLP<
NC000522,1,L,0002,0041,SPERRIN & BANN VALLEY LIVESTOCK MART LLP<
NC000523,1, ,0003,0026,MMB INSURANCE BROKERS LLP<
NC000524,1,D,0002,0016,JLK LEISURE LLP<
NC000525,1,D,0002,0030,DON CAMPBELL DEVELOPMENTS LLP<
NC000526,1,D,0002,0028,LIVINGSPACE ELECTRICAL  LLP<
NC000527,1,D,0002,0018,GORDON STREET LLP<
NC000528,1,D,0002,0020,GARVETAGH LANDS LLP<
NC000529,1, ,0002,0014,V B EVANS LLP<
NC000530,1, ,0003,0022,VERGE INVESTMENTS LLP<
NC000531,1, ,0003,0025,PIP SECURITY SYSTEMS LLP<
NC000532,1,D,0004,0019,GREER HAMILTON LLP<
NC000533,1,D,0002,0026,BATHROOMS FOR IRELAND LLP<
NC000534,1,D,0002,0015,NIWEBPAGES LLP<
NC000535,1, ,0002,0032,CAUSEWAY SECURITY SOLUTIONS LLP<
NC000536,1,D,0003,0022,IOLAR ENTERPRISES LLP<
NC000537,1,D,0002,0035,PICTURE THIS PRODUCTIONS (N.I) LLP<
NC000538,1, ,0002,0033,KENNEDY FINANCIAL MANAGEMENT LLP<
NC000539,1,D,0003,0021,ROASTIN ROOSTERS LLP<
NC000540,1,D,0002,0020,BELFAST RENTALS LLP<
NC000541,1,D,0002,0018,KEYS BROTHERS LLP<
NC000542,1,D,0002,0026,CREATIVE DEVELOPMENTS LLP<
NC000543,1,D,0002,0032,EVOLVE FOOTBALL CONSULTANCY LLP<
NC000544,1, ,0003,0033,BENNETT CLARKE ESTATE AGENTS LLP<
NC000545,1,D,0002,0030,LOCUM LEGAL SERVICES (NI) LLP<
NC000546,1, ,0006,0015,SPENG NO 1 LLP<
NC000547,1, ,0004,0023,CORRIEWOOD ESTATES LLP<
NC000548,1,D,0002,0033,POYNTZ FACILITIES MANAGEMENT LLP<
NC000549,1, ,0004,0018,AUGHER CASTLE LLP<
NC000550,1, ,0002,0039,SYNERGY CONSTRUCTION SERVICES (NI) LLP<
NC000552,1, ,0004,0018,DFPF PROPERTY LLP<
NC000553,1,D,0002,0019,SAWYER O'BRIEN LLP<
NC000554,1, ,0002,0026,MEALOUGH DEVELOPMENTS LLP<
NC000555,1, ,0002,0021,RANAGHAN POULTRY LLP<
NC000556,1,D,0002,0018,EBM SOLUTIONS LLP<
NC000557,1,D,0002,0022,CURR CONSTRUCTION LLP<
NC000558,1, ,0002,0019,DOUGLAS HUSTON LLP<
NC000559,1,D,0002,0035,BLACK CUBE CAPITAL INVESTMENTS LLP<
NC000560,1,D,0002,0022,BLACKCUBE CAPITAL LLP<
NC000561,1,D,0001,0026,DNT WEALTH MANAGEMENT LLP<
NC000562,1, ,0002,0030,SAPPHIRE CAPITAL PARTNERS LLP<
NC000563,1, ,0003,0031,NORTH FINANCIAL MANAGEMENT LLP<
NC000564,1, ,0007,0026,MTS WEALTH MANAGEMENT LLP<
NC000565,1,D,0004,0009,BLVD LLP<
NC000566,1, ,0005,0041,MCCREERY TURKINGTONS STOCKMAN (N.I.) LLP<
NC000567,1, ,0002,0011,MACLEX LLP<
NC000568,1, ,0003,0015,PAUL TWEED LLP<
NC000569,1,L,0002,0018,J FULTON & CO LLP<
NC000570,1, ,0007,0037,SILVERWOOD PROPERTY DEVELOPMENTS LLP<
NC000571,1,D,0005,0008,3FA LLP<
NC000572,1,D,0001,0031,PLASTICS RECYCLING IRELAND LLP<
NC000573,1, ,0002,0042,SJ ANDERSON & SONS GREEN TECHNOLOGIES LLP<
NC000574,1,D,0002,0024,JONROB DISTRIBUTION LLP<
NC000575,1,D,0002,0027,TRENDY NAIL WRAPS (UK) LLP<
NC000576,1, ,0002,0019,ROSEWOOD-FARMS LLP<
NC000577,1, ,0002,0021,BURBRIDGE DUCANN LLP<
NC000578,1, ,0003,0010,NISIT LLP<
NC000579,1, ,0002,0020,PS THINK OF YOU LLP<
NC000580,1,D,0002,0023,EURO HOME & GARDEN LLP<
NC000581,1, ,0002,0022,FÁILTE RESTAURANT LLP
NC000582,1,D,0002,0016,DEADONMUSIC LLP<
NC000583,1, ,0005,0024,RIVERVIEW LAURELEAF LLP<
NC000584,1,D,0004,0023,OAKLEAF HEALTHCARE LLP<
NC000585,1, ,0002,0022,MARYLAND PROPERTY LLP<
NC000586,1,D,0002,0025,FREIGHT COST COMPARE LLP<
NC000587,1, ,0002,0015,URBAN TREK LLP<
NC000588,1,D,0001,0019,MAJ COMPONENTS LLP<
NC000589,1, ,0002,0015,ACA ENERGY LLP<
NC000590,1,D,0002,0025,PIG'S EAR PUBLISHING LLP<
NC000591,1, ,0002,0024,K2 SCAFFOLDING (NI) LLP<
NC000592,1, ,0002,0022,UNREALITYTV.CO.UK LLP<
NC000593,1,D,0002,0013,BAP (NI) LLP<
NC000594,1,D,0003,0032,HEALTH ESTATES DEVELOPMENTS LLP<
NC000595,1, ,0004,0029,LOFT COMMERCIAL HOLDINGS LLP<
NC000596,1,D,0004,0017,GREGORY (NI) LLP<
NC000597,1,D,0003,0022,ABBEY PERFORMANCE LLP<
NC000598,1, ,0005,0011,ARC TQ LLP<
NC000599,1, ,0005,0024,MILLAR MCCALL WYLIE LLP<
NC000600,1,D,0003,0011,BREDIN LLP<
NC000601,1, ,0003,0021,KENNEDYS BELFAST LLP<
NC000602,1, ,0002,0033,"SIMMONS, MEGLAUGHLIN AND ORR LLP<"
NC000603,1, ,0003,0031,ALLEN'S GREEN TECHNOLOGIES LLP<
NC000604,1, ,0002,0024,GORDON WALLACE & CO LLP<
NC000605,1,D,0003,0022,GLACIER EQUIPMENT LLP<
NC000606,1, ,0002,0023,ROBINSON MCILWAINE LLP<
NC000607,1,D,0002,0009,PMAR LLP<
NC000608,1,D,0002,0022,KLD ENTERTAINMENT LLP<
NC000609,1, ,0002,0050,FULTON ADVERTISING & MARKETING COMMUNICATIONS LLP<
NC000610,1, ,0002,0024,MAGUIRE FAIRWEATHER LLP<
NC000611,1, ,0002,0016,CLUBSTOHIRE LLP<
NC000612,1, ,0003,0020,SPECTRUM WEALTH LLP<
NC000613,1,D,0003,0036,MOUNT STEWART WEALTH MANAGEMENT LLP<
NC000614,1,D,0002,0027,GRANT PARTNERSHIP (NI) LLP<
NC000615,1,D,0002,0015,DMR RACING LLP<
NC000616,1,D,0002,0014,PROVENTAS LLP<
NC000617,1, ,0002,0018,C3 ARCHITECTS LLP<
NC000618,1, ,0002,0028,MCVICKERMANN CONSULTING LLP<
NC000619,1,D,0002,0016,WE JUST ARE LLP<
NC000620,1, ,0002,0019,SSAS SOLUTIONS LLP<
NC000621,1, ,0002,0021,AIKEN & CRAWFORD LLP<
NC000622,1, ,0002,0020,THE COPIUS CLUB LLP<
NC000623,1,D,0001,0018,FALLS & HANNA LLP<
NC000624,1, ,0002,0020,MCGREEVY RETAIL LLP<
NC000625,1,D,0003,0021,CAPALL SOLUTIONS LLP<
NC000626,1,D,0002,0027,ROBERT & STEVEN HEANEY LLP<
NC000627,1,D,0003,0034,HIGGINS & MCILROY PARTNERSHIP LLP<
NC000628,1, ,0002,0022,JURAY PARTNERSHIP LLP<
NC000629,1,D,0004,0030,DANCING SHOES PRODUCTIONS LLP<
NC000630,1,D,0003,0033,DANCING SHOES MUSIC & LYRICS LLP<
NC000631,1, ,0004,0032,MOUNT STEWART GLOBAL WEALTH LLP<
NC000632,1, ,0002,0030,JACKSON GRAHAM ASSOCIATES LLP<
NC000633,1,D,0002,0027,EBM MANGO DISTRIBUTION LLP<
NC000634,1, ,0004,0013,TOURTALK LLP<
NC000635,1,D,0002,0014,POTTINGER LLP<
NC000636,1,D,0002,0034,HERITAGE KITCHENS & INTERIORS LLP<
NC000637,1,D,0002,0027,LOTUS ASIAN RESTAURANT LLP<
NC000638,1, ,0002,0016,PPL BELFAST LLP<
NC000639,1,D,0001,0020,E&M ACCOUNTANTS LLP<
NC000640,1,D,0002,0024,THE COPIUS GIFT AID LLP<
NC000641,1, ,0004,0026,COPIUS COMMUNICATIONS LLP<
NC000642,1,D,0003,0021,COPIUS MARKETING LLP<
NC000643,1,D,0003,0026,COPIUS GROUP SERVICES LLP<
NC000644,1, ,0002,0020,KGM CONSULTANCY LLP<
NC000645,1, ,0002,0020,GET OUT RECORDS LLP<
NC000646,1, ,0002,0027,SHOPPING BAG WAREHOUSE LLP<
NC000647,1,D,0002,0019,MANGO SOURCING LLP<
NC000648,1, ,0002,0029,AJF FINANCIAL MANAGEMENT LLP<
NC000649,1, ,0006,0025,PRINT PROJECT EUROPE LLP<
NC000650,1,D,0003,0028,COPIUS SPECIAL PROJECTS LLP<
NC000651,1, ,0004,0021,BETTERHOMES (NI) LLP<
NC000652,1,D,0003,0016,PLAY3 MEDIA LLP<
NC000653,1,D,0004,0020,CHURROS IRELAND LLP<
NC000654,1,D,0002,0028,R & R STANDARD HOLDINGS LLP<
NC000655,1,D,0002,0015,ABACUS 668 LLP<
NC000656,1,D,0004,0017,BOYZONE LIVE LLP<
NC000657,1,D,0003,0026,BETTERHOMES & WINDOWS LLP<
NC000658,1,D,0002,0021,BIOTECH SECURITY LLP<
NC000659,1,D,0002,0018,GIFFIN HUGHES LLP<
NC000660,1, ,0004,0030,PFC PROFESSIONAL PARTNERS LLP<
NC000661,1, ,0002,0021,FERGUSON & LOGUE LLP<
NC000662,1,D,0002,0024,LOUGHSIDE NURSERIES LLP<
NC000663,1, ,0005,0034,CRAIGS ESTATE MANAGEMENT (NI) LLP<
NC000664,1, ,0004,0021,PRENTICE ROOFING LLP<
NC000665,1, ,0002,0023,BLUE I MAINTENANCE LLP<
NC000666,1, ,0004,0012,GL CARE LLP<
NC000667,1,D,0002,0012,MYECOSY LLP<
NC000668,1,D,0002,0016,JINXIN CHEF LLP<
NC000669,1,D,0002,0017,AZZURRI (NI) LLP<
NC000670,1, ,0003,0029,COMBER BUILDING SERVICES LLP<
NC000671,1,D,0002,0020,GORDON & O'HORA LLP<
NC000672,1,D,0004,0029,ANGELLO CAPITAL PARTNERS LLP<
NC000673,1,D,0002,0028,RED ROOSTER PRODUCTIONS LLP<
NC000674,1, ,0002,0019,FERGNE MEDICAL LLP<
NC000675,1, ,0002,0026,KNOCKBURN REAL ESTATE LLP<
NC000676,1, ,0002,0020,S & C WHOLESALE LLP<
NC000677,1, ,0004,0020,TAVERN PROPERTY LLP<
NC000678,1,D,0007,0027,DRUMAHISKEY PROPERTIES LLP<
NC000679,1, ,0002,0022,NI COMPOSITES O&M LLP<
NC000680,1, ,0002,0020,YBES PUBLISHING LLP<
NC000681,1, ,0002,0029,RLF FINANCIAL MANAGEMENT LLP<
NC000682,1, ,0003,0016,CLUB OXYGEN LLP<
NC000683,1,D,0003,0023,MEDIA SALES ONLINE LLP<
NC000684,1, ,0002,0018,SULLIVANS LAW LLP<
NC000685,1,D,0002,0023,DUNDONALD AGENCIES LLP<
NC000686,1, ,0002,0018,HILLTOP FOODS LLP<
NC000687,1,D,0002,0025,WILDFIRE INNOVATIONS LLP<
NC000688,1, ,0002,0038,BELFAST SCHOOL OF PERFORMING ARTS LLP<
NC000689,1,D,0002,0019,GARDEN GOURMET LLP<
NC000690,1, ,0003,0031,LEEBURN FINANCIAL PLANNING LLP<
NC000691,1,D,0002,0017,PARKWAY (NI) LLP<
NC000692,1, ,0002,0020,SKY SHOP DIRECT LLP<
NC000693,1, ,0002,0028,LOUGH SHORE INVESTMENTS LLP<
NC000694,1,D,0002,0021,J.L.J ELECTRICAL LLP<
NC000695,1,D,0002,0030,J.L.J ELECTRICAL SERVICES LLP<
NC000696,1, ,0002,0036,ABOVE BOARD PROPERTY MANAGEMENT LLP<
NC000697,1,D,0003,0024,GREGORY CONSULTANTS LLP<
NC000698,1,D,0002,0028,LJJ ELECTRICAL SERVICES LLP<
NC000699,1,D,0002,0036,HANNA HILLEN CORPORATE TRUSTEES LLP<
NC000700,1,D,0002,0020,MCG INVESTMENTS LLP<
NC000701,1, ,0002,0020,CADOGAN FUTURES LLP<
NC000702,1, ,0002,0036,HANNA HILLEN FINANCIAL SERVICES LLP<
NC000703,1, ,0002,0024,H & N WALKER (N.I.) LLP<
NC000704,1, ,0002,0026,SUNNYSIDE CONVENIENCE LLP<
NC000705,1, ,0004,0055,MCCALLINCARR RESIDENTIAL LIMITED LIABILITY PARTNERSHIP<
NC000706,1,D,0002,0012,AIRNODE LLP<
NC000707,1, ,0002,0015,SIMMS INNS LLP<
NC000708,1, ,0003,0015,DONACLONEY LLP<
NC000709,1,D,0002,0019,HCD PROMOTIONS LLP<
NC000710,1, ,0002,0027,OLIVER M LOUGHRAN & CO LLP<
NC000711,1, ,0001,0021,COMMERCIAL WIPES LLP<
NC000712,1,D,0002,0013,STYLE PD LLP<
NC000713,1, ,0002,0026,BANBRIDGE AUTO CENTRE LLP<
NC000714,1, ,0002,0022,EVERGREEN TRADING LLP<
NC000715,1, ,0002,0020,SKY SHOP ONLINE LLP<
NC000716,1, ,0002,0031,BASIC INSTINCT INVESTMENTS LLP<
NC000717,1,D,0002,0024,TRAINOR QS SERVICES LLP<
NC000718,1, ,0003,0017,BSB VENTURES LLP<
NC000719,1,D,0002,0026,LLOYD CHARLES CAPITAL LLP<
NC000720,1, ,0002,0031,MCCARTER HAMILL ARCHITECTS LLP<
NC000721,1, ,0003,0025,HORWOOD NEILL HOLMES LLP<
NC000722,1,D,0002,0027,BURN EQUESTRIAN CENTRE LLP<
NC000723,1, ,0002,0027,BARR CONSULTING (N.I.) LLP<
NC000724,1, ,0003,0028,KORE MANAGEMENT SYSTEMS LLP<
NC000725,1,D,0002,0015,MCCLUGGAGE LLP<
NC000726,1, ,0003,0020,BRETT MARTIN NI LLP<
NC000727,1,D,0002,0019,KOGESS TRADING LLP<
NC000728,1,D,0002,0018,GELLEN FRANCO LLP<
